reviewid,title,artist,label,pub_year,year,genre,score,best_new_music
21984,"the big cover-up","todd terje, the olsens",olsen,2016,2016,electronic,6.9,0
21985,"true sadness","the avett brothers",republic,2016,2016,rock,3.8,0
21986,"future present past ep","the strokes",cult,2016,2016,rock,6.0,0
21987,"foiled again","speedy ortiz",carpark,2016,2016,rock,7.2,0
21988,"still brazy",yg,"def jam",2016,2016,rap,8.0,0
21989,"science agrees",d.a.r.k.,"cooking vinyl",2016,2016,rock,6.2,0
21990,twentyears,air,aircheology/parlophone,2016,2016,electronic,5.6,0
21991,alpha,audion,!k7,2016,2016,electronic,6.1,0
21992,"the getaway","red hot chili peppers","warner bros.",2016,2016,rock,5.4,0
21994,"the glowing man",swans,"young god",2016,2016,rock,8.1,0
21995,"why are you ok","band of horses",interscope,2016,2016,rock,6.0,0
21996,"victorious ",floorplan,m-plant,2016,2016,electronic,6.8,0
21997,"blonde on blonde revisited","various artists",mojo,2016,2016,,7.6,0
21998,"theres alot going on ","vic mensa","roc nation",2016,2016,rap,7.5,0
21999,"emotions and math","margaret glaspy",ato,2016,2016,rock,7.7,0
22000,eldorado,"ro james",bystorm/rca,2016,2016,pop/r&b,6.5,0
22001,fire,"amy klein","don giovanni",2016,2016,,4.9,0
22002,argonautica,"nate wooley","firehouse 12",2016,2016,jazz,7.7,0
22004,"it's too late to stop now... volumes ii, iii, iv & dvd","van morrison",sony,2016,2016,rock,8.8,1
22005,"blood // sugar // secs // traffic","the gotobeds","sub pop",2016,2016,rock,5.6,0
22006,"early recordings",waxahatchee,merge,2016,2011/2016,rock,7.2,0
22007,"american tunes","allen toussaint",nonesuch,2016,2016,jazz,7.2,0
22008,"professional sunflow","laraaji, sun araw","superior viaduct/w.25th",2016,2016,experimental,6.8,0
22010,pagan,palmistry,mixpak,2016,2016,electronic,5.0,0
22011,"friday night","will butler",merge,2016,2016,rock,6.7,0
22012,"post plague","odonis odonis","felte/telephone explosion",2016,2016,,7.9,0
22013,"the magic",deerhoof,polyvinyl,2016,2016,experimental/rock,6.9,0
22014,"warm leatherette","grace jones",island/umg,2016,1980/2016,electronic/rock,8.5,0
22015,magma,gojira,roadrunner,2016,2016,jazz/metal,7.6,0
22016,"into the light","marisa anderson","chaos kitchen",2016,2016,folk/country,7.9,0
22017,"secretly susan","sui zhen",twosyllable,2016,2016,electronic,7.8,0
22018,muzik,delorean,phlex,2016,2016,electronic/rock,5.0,0
22019,"the mountain will fall","dj shadow","mass appeal",2016,2016,electronic,6.6,0
22020,"sremmlife 2","rae sremmurd","ear drummer/interscope",2016,2016,rap,7.6,0
22021,"sound in time",lungfish,dischord,2016,1996/2016,rock,7.4,0
22022,"entities inertias faint beings","david toop",room40,2016,2016,experimental,7.5,0
22024,case/lang/veirs,case/lang/veirs,anti-,2016,2016,rock,8.2,0
22026,fallen,"steven julien",apron,2016,2016,electronic,7.1,0
22027,"hot hot heat","hot hot heat","culvert music",2016,2016,electronic/rock,5.1,0
22029,"i, gemini","lets eat grandma",transgressive,2016,2016,pop/r&b,7.3,0
22030,"its hard for me to say im sorry","jim orourke, fennesz","editions mego",2016,2016,experimental,7.1,0
22031,"mandatory check",mozzy,"empire/mozzy records",2016,2016,rap,6.8,0
22032,libras,"saqqara mastabas","joyful noise",2016,2016,experimental,6.4,0
22033,"live at the witch trials","the fall","superior viaduct",2016,1979/2016,rock,8.3,0
22034,"media in the service of terror","vatican shadow","hospital productions",2016,2016,,7.7,0
22035,"the miseducation of lauryn hill","lauryn hill",columbia/ruffhouse,2016,1998,pop/r&b,9.5,0
22036,"magic 19","bishop nehru",self-released,2016,2016,rap,5.9,0
22037,"all things must pass","george harrison",apple,2016,1970,rock,9.0,0
22038,"john cage meets sun ra: the complete concert","john cage, sun ra","modern harmonic",2016,1987/2016,experimental/jazz,7.5,0
22039,suicide,suicide,"superior viaduct",2016,1977/2016,electronic,9.1,1
22040,"last year was complicated","nick jonas",island/safehouse,2016,2016,pop/r&b,6.3,0
22041,"codex obscura nomina","blut aus nord, vangelist","debemur morti",2016,2016,metal/rock,7.4,0
22042,b,bjarki,trip,2016,2016,electronic,5.8,0
22043,"buhloone mindstate","de la soul","tommy boy",2016,1993,rap,9.1,0
22044,dangerous,"michael jackson",epic,2016,1991,pop/r&b,8.6,0
22045,"mamas gun","erykah badu",motown,2016,2000,pop/r&b,9.4,0
22046,"lil b.i.g. pac","kodak black","dollaz n dealz",2016,2016,rap,7.2,0
22048,tween,"wye oak",merge,2016,2016,rock,8.0,0
22049,"moog for love",disclosure,island,2016,2016,electronic,6.0,0
22050,"trans day of revenge",g.l.o.s.s.,"nervous nelly/total negativity",2016,2016,rock,8.5,1
22052,"freetown sound","blood orange",domino,2016,2016,pop/r&b,8.8,1
22053,"tonight's the night","neil young",reprise,2016,1975,rock,10.0,0
22054,"different class",pulp,island,2016,1995,rock,9.3,0
22055,"the christic shows, november 16 & 17, 1990","bruce springsteen",columbia,2016,2016,rock,8.5,0
22056,anagrams,"stephen steinbrink",melodic,2016,2016,rock,7.0,0
22057,blacksummersnight,maxwell,columbia,2016,2016,pop/r&b,8.4,1
22058,yoncalla,"yumi zouma",cascine,2016,2016,pop/r&b,7.4,0
22059,gggs,gggs,"in the red",2016,2016,rock,7.4,0
22060,"summer 08",metronomy,"because music",2016,2016,pop/r&b,7.2,0
22061,"another green world","brian eno",island,2016,1975,experimental,10.0,0
22062,"sketches from an island 2","mark barrott","international feel",2016,2016,electronic,8.0,0
22063,uniola,"look mexico","tiny engines",2016,2016,rock,7.4,0
22064,"double bind","trust punks","faux discx/spunk/wharf cat",2016,2016,,6.9,0
22065,wildflower,"the avalanches",astralwerks/emi/modular/xl,2016,2016,electronic,8.5,1
22066,autodrama,"puro instinct",manifesto,2016,2016,,6.4,0
22067,"the bride","bat for lashes",parlophone,2016,2016,rock,7.6,0
22068,"otero war",caveman,cinematic,2016,2016,rock,5.2,0
22069,"alice bag","alice bag","don giovanni",2016,2016,rock,7.5,0
22070,indigo,"river tiber","river tiber",2016,2016,,7.8,0
22071,"dream world",araabmuzik,"araabmuzik label group",2016,2016,electronic,6.1,0
22072,cheetah,"aphex twin",warp,2016,2016,electronic,8.2,0
22073,"hit reset","the julie ruin","hardly art",2016,2016,rock,8.2,0
22074,"paradise gallows","inter arma",relapse,2016,2016,metal,8.0,0
22075,"nothings real",shura,polydor,2016,2016,pop/r&b,7.7,0
22076,"biologia animale e vegetale","egisto macchi",cinedelic,2016,1978/2016,experimental,6.9,0
22077,"project e.t. esco terrestrial","future, dj esco","free bandz",2016,2016,rap,6.8,0
22078,"human story 3","james ferraro","break world",2016,2016,electronic,5.0,0
22079,"new english",desiigner,"g.o.o.d. music",2016,2016,rap,4.7,0
22080,california,blink-182,"viking wizard eyes",2016,2016,rock,5.5,0
22081,"nice as fuck","nice as fuck","loves way",2016,2016,rock,6.6,0
22082,"dream music",sunpath,leaving,2016,2016,experimental,7.6,0
22083,"primary colours",magic!,rca,2016,2016,pop/r&b,3.5,0
22084,"delirium tremens","mick harvey",mute,2016,2016,rock,7.3,0
22085,"take her up to monto","risn murphy","play it again sam",2016,2016,pop/r&b,7.8,0
22086,ellis,"nils frahm, woodkid","erased tapes",2016,2016,experimental/pop/r&b,6.3,0
22087,caramel,konx-om-pax,"planet mu",2016,2016,electronic,7.4,0
22088,"black bubblegum","eric copeland",dfa,2016,2016,experimental,7.0,0
22089,"streets of compton","the game","entertainment one",2016,2016,rap,6.3,0
22090,"made to measure",darkstar,warp,2016,2016,electronic,6.8,0
22091,nite-funk,nite-funk,glydezone,2016,2016,electronic,7.8,0
22092,"live at third man records","scharpling & wurster","third man",2016,2016,folk/country,7.8,0
22093,entraas,arca,self-released,2016,2016,experimental,8.1,0
22094,"blank face lp","schoolboy q","interscope/top dawg",2016,2016,rap,8.3,1
22095,"blisters in the pit of my heart",martha,"dirtnap/fortuna pop!",2016,2016,rock,7.3,0
22097,"church ep","kelsey lu","true panther",2016,2016,experimental,7.6,0
22098,"command your weather","big business","joyful noise",2016,2016,metal/rock,7.6,0
22099,"gone is gone","gone is gone",rise,2016,2016,metal,5.3,0
22100,windings,lindstrm,feedelity,2016,2016,electronic,7.7,0
22101,"32 levels","clams casino",columbia,2016,2016,rap,6.9,0
22102,stateless,tangents,"temporary residence",2016,2016,experimental,7.8,0
22103,"elysia crampton presents: demon city","elysia crampton","break world",2016,2016,experimental,8.2,0
22104,"waking at dawn","roy wood$","ovo sound",2016,2016,pop/r&b,6.0,0
22105,dj-kicks,jackmaster,!k7,2016,2016,electronic,7.5,0
22106,"horror zone","max romeo",nu-roots,2016,2016,global,8.0,0
22107,"blood sugar sex magik","red hot chili peppers","warner bros.",2016,1991,rock,7.1,0
22108,"eleven into fifteen: a 130701 compilation","various artists",130701,2016,2016,,7.5,0
22109,iv,badbadnotgood,"innovative leisure",2016,2016,jazz,7.1,0
22110,princess,abra,"true panther",2016,2016,pop/r&b,6.2,0
22111,"the columbia years 1968-69","betty davis","light in the attic",2016,2016,rock,6.8,0
22112,"afro-cuban electronics","alpha 606","interdimensional transmissions",2016,2016,electronic,6.5,0
22113,"let me hang you","william s. burroughs","ernest jenning/khannibalism",2016,2016,experimental,5.8,0
22114,plum,"john roberts","brunette editions",2016,2016,electronic,6.9,0
22116,"camp cope","camp cope","poison city",2016,2016,rock,8.0,0
22117,operator,mstrkrft,"last gang",2016,2016,electronic,6.5,0
22118,"sky girl","various artists","efficient space",2016,2016,,8.2,0
22119,kuiper,"floating points","luaka bop/pluto",2016,2016,electronic,7.3,0
22120,centres,"ian william craig",130701,2016,2016,experimental,8.2,0
22121,"drankin & drivin",z-ro,"deep entertainment",2016,2016,rap,7.2,0
22122,"new introductory lectures on the system of transcendental qabala","kel valhaal",ylylcyn,2016,2016,experimental,3.5,0
22123,"call by night","wymond miles","sacred bones",2016,2016,rock,7.5,0
22124,"devotional songs",shackleton,"honest jon's",2016,2016,electronic,7.2,0
22125,"pylon live",pylon,chunklet,2016,2016,electronic/rock,8.0,0
22126,"gqom oh! x crudo volta mixtape","various artists","gqom oh!",2016,2016,,7.0,0
22127,"indifferent rivers romance end","wreck and reference","the flenser",2016,2016,metal,8.0,0
22128,"this is gap dream","gap dream",burger,2016,2016,,5.2,0
22129,"dead revolution","hammers of misfortune","metal blade",2016,2016,metal,7.8,0
22130,"noise patterns","tristan perich","physical editions",2016,2016,electronic,8.0,0
22131,dry,"pj harvey","too pure",2016,1992,rock,9.2,0
22132,"things fall apart","the roots",mca,2016,1999,rap,9.4,0
22133,"stranger to violence","psalm zero","profound lore",2016,2016,metal,6.4,0
22134,mirage,"fleetwood mac","warner bros.",2016,1982/2016,rock,8.5,1
22135,"no hard feelings",dreezy,interscope,2016,2016,rap,7.7,0
22136,"lil durk 2x","lil durk","def jam",2016,2016,rap,7.7,0
22137,"suicide squad: the album","various artists",atlantic,2016,2016,,4.0,0
22138,"community service 2!",towkio,,2016,2016,rap,6.5,0
22139,"boy king","wild beasts",domino,2016,2016,rock,6.8,0
22140,"mono no aware","johnny foreigner",alcopop!/lame-o,2016,2016,rock,7.9,0
22141,"3 way",migos,self-released,2016,2016,rap,6.5,0
22142,"meshuggah ep",meshuggah,"nuclear blast",2016,1989/2016,metal,4.0,0
22143,4oki,"steve aoki","dim mak",2016,2016,electronic,2.5,0
22144,ambulance,"the amazing",partisan,2016,2016,rock,7.0,0
22145,"the discos of imhotep","hieroglyphic being",technicolour,2016,2016,experimental,8.0,0
22146,"legends never die",chinx,"entertainment one",2016,2016,rap,6.0,0
22147,guidance,"russian circles","sargent house",2016,2016,metal/rock,7.5,0
22148,"night melody","rival consoles","erased tapes",2016,2016,electronic,8.0,0
22149," give a glimpse of what yer not","dinosaur jr.",jagjaguwar,2016,2016,rock,7.5,0
22150,"innocence reaches","of montreal",polyvinyl,2016,2016,rock,6.3,0
22151,"flood network","katie dey","joy void",2016,2016,electronic,7.8,0
22152,"hangin at the beach","delroy edwards","l.a. club resource",2016,2016,,7.5,0
22154,"songs and jams vol. 1",notekillers,"american bushmen",2016,2016,rock,8.2,0
22155,"2016 / 1986","wolfgang tillmans",fragile,2016,2016,experimental,6.9,0
22156,heavn,"jamila woods","closed sessions",2016,2016,pop/r&b,8.4,1
22157,"everybody looking","gucci mane",atlantic,2016,2016,rap,7.0,0
22158,"four meditations / sound geometries","pauline oliveros","sub rosa",2016,2016,electronic/experimental/rock,7.4,0
22159,"in concert","nina simone",philips,2016,1964/2016,jazz/pop/r&b,10.0,0
22160,"young jefe 2","shy glizzy","300 entertainment",2016,2016,rap,7.1,0
22161,"savage mode","21 savage, metro boomin","slaughter gang",2016,2016,rap,7.0,0
22162,"music inspired by philippe garrels le rvlateur ","mary lattimore, jeff zeigler","thrill jockey",2016,2016,experimental,6.9,0
22163,"for all we know",nao,"little tokyo/rca",2016,2016,pop/r&b,7.9,0
22165,"spend the night with...",cheena,"sacred bones",2016,2016,,6.9,0
22166,"sound signature presents: these songs that should've been out on wax by now - part one","various artists","sound signature",2016,2016,,7.4,0
22167,coolaid,"snoop dogg","doggy style/entertainment one",2016,2016,rap,5.8,0
22168,"s+@dium rock: five nights at the opera","titus andronicus",merge,2016,2016,rock,7.0,0
22169,rattle,rattle,"i own you/upset the rhythm",2016,2016,rock,5.0,0
22170,"well worn",kllo,"ghostly international",2016,2016,electronic/pop/r&b,6.5,0
22171,"titans in the flesh","blu, nottz",coalmine,2016,2016,rap,7.2,0
22172,"boleros valses y mas","frankie reyes","stones throw",2016,2016,global,6.8,0
22173," a mulher do fim do mundo (the woman at the end of the world) ","elza soares","mais um discos",2016,2016,global,8.4,1
22174,"songs in the key of life","stevie wonder",motown,2016,1976,pop/r&b,10.0,0
22175,unfinished,"florian kupfer",technicolour,2016,2016,electronic,7.0,0
22176,cistern,"jherek bischoff","the leaf label",2016,2016,pop/r&b,6.8,0
22177,"summer songs 2","lil yachty","quality control",2016,2016,rap,6.1,0
22178,"the king of whys",owen,polyvinyl,2016,2016,rock,7.2,0
22179,"no beer, no dad",blowout,lauren,2016,2016,rock,6.8,0
22180,"late nights: europe",jeremih,self-released,2016,2016,pop/r&b,7.8,0
22181,"the bird & the rifle","lori mckenna","cn records",2016,2016,folk/country,7.6,0
22182,"phantoms of dreamland","michal turtle","music from memory",2016,2016,electronic,7.9,0
22183,"shy layers","shy layers","growing bin",2016,2016,electronic,8.2,0
22184,"take down",metronome,exit,2016,2016,electronic,8.3,0
22185,"a weird exits","thee oh sees","castle face",2016,2016,rock,7.5,0
22186,"how it feels to be something on","sunny day real estate","sub pop",2016,1998/2016,rock,8.8,1
22187,"impossible dream","haley bonar",gndwire,2016,2016,folk/country,6.8,0
22188,lovers,"nels cline","blue note",2016,2016,experimental/jazz,7.6,0
22189,"25 25","factory floor",dfa,2016,2016,electronic,6.0,0
22190,"d.t.s.n.t. ",stwo,hw&w/ultra,2016,2016,electronic,6.3,0
22191,"major key","dj khaled",epic,2016,2016,pop/r&b/rap,6.9,0
22192,"jaguar mirror","thunder tillman","esp institute",2016,2016,electronic,7.7,0
22193,"partynextdoor 3 (p3)",partynextdoor,"ovo sound/warner bros.",2016,2016,pop/r&b,7.4,0
22194,"drool sucker","no joy",topshelf,2016,2016,rock,6.8,0
22195,"circle of light","delia derbyshire, elsa stansfield",trunk,2016,1972/2016,electronic,7.2,0
22196,"hypercaffium spazzinate",descendents,epitaph,2016,2016,metal/rock,7.3,0
22197,encore,"dj snake",interscope,2016,2016,electronic,5.3,0
22198,"golden sings that have been sung","ryley walker","dead oceans",2016,2016,folk/country,6.5,0
22199,"1-800 dinosaur presents trim",trim,"1-800 dinosaur",2016,2016,rap,6.0,0
22200,"start your own fucking show space","various artists","famous class",2016,2016,,7.8,0
22201,"the perfect luv tape","lil uzi vert",self-released,2016,2016,rap,6.9,0
22202,"the land ost","various artists","mass appeal",2016,2016,,6.1,0
22203,"cluster ensemble: plays philip glass","cluster ensemble","orange mountain",2016,2016,experimental,8.3,0
22204,"cam & china","cam & china","cam & china",2016,2016,rap,8.0,0
22205,"revisions of the past",panopticon,bindrune/nordvis,2016,2016,metal,7.0,0
22206,"what now?","jon bap","astro nautico",2016,2016,pop/r&b,6.5,0
22207,"live from trona","toro y moi",carpark,2016,2016,electronic,6.8,0
22208,verschiebung,"roman flgel","die orakel",2016,2016,electronic,6.8,0
22209,"sweatbox dynasty",tobacco,"ghostly international",2016,2016,electronic,6.7,0
22210,"fishing blues",atmosphere,rhymesayers,2016,2016,rap,5.6,0
22211,"i told you","tory lanez",interscope,2016,2016,rap,6.3,0
22212,"a rainbow in curved air","terry riley",cbs/columbia,2016,1969,experimental,9.1,0
22213,"way down in the jungle room","elvis presley",legacy/rca,2016,2016,rock,7.0,0
22214,"chronicles 1","the 7th plain",a-ton,2016,2016,electronic,7.2,0
22215,"one day all of this won't matter any more","slow club","moshi moshi",2016,2016,rock,7.4,0
22216,generationwhy,zhu,columbia,2016,2016,electronic,4.8,0
22217,kiid,"mal devisa",self-released,2016,2016,rock,8.1,0
22218,telefone,noname,self-released,2016,2016,rap,8.0,0
22219,"interior architecture","m. geddes gengras","intercoastal artists",2016,2016,,7.0,0
22220,"more better days","various artists","better days",2016,2016,,8.3,0
22221,"daniel son ; necklace don","2 chainz",self-released,2016,2016,rap,7.7,0
22223,"home wrecking years","brendan canning","arts & crafts",2016,2016,rock,5.0,0
22225,roosevelt,roosevelt,"city slang/greco-roman",2016,2016,electronic,7.0,0
22226,"jumping the shark","alex cameron","secretly canadian",2016,2016,rock,7.8,0
22227,"radiating light: orchid tapes & friends","various artists","orchid tapes",2016,2016,,6.7,0
22228,"crappin you negative","the grifters","fat possum",2016,1994/2016,rock,7.9,0
22230,"in summer","jefre cantu-ledesma","geographic north",2016,2016,experimental,8.0,0
